user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
1968,1,26,3,1,181,52,0.48,1,36,0,0
1969,1,24,7,3,118,18,0.5,2,0,1,0
1970,2,46,0,2,124,64,0.11,0,0,1,0
1971,0,52,5,3,175,28,0.16,2,0,1,1
1972,0,53,6,2,138,66,0.03,2,0,1,0
1973,2,56,3,1,258,53,0.48,0,24,0,1
1974,1,39,2,0,130,36,0.58,0,0,1,0
1975,2,30,4,0,179,48,0.18,1,0,1,0
1976,2,23,0,3,161,9,0.43,0,0,1,0
1977,0,39,1,1,51,11,0.56,1,23,0,1
1978,0,55,3,2,248,74,0.52,2,0,1,0
1979,1,28,3,2,213,89,0.28,2,0,1,0
1980,1,31,1,0,169,64,0.31,2,0,1,1
1981,1,46,6,0,168,5,0.49,1,0,1,1
1982,2,20,3,0,133,5,0.12,2,0,1,0
1983,0,50,7,2,203,71,0.34,2,0,1,1
1984,1,55,3,2,176,91,0.2,0,0,1,0
1985,1,40,6,2,136,72,0.52,0,0,1,0
1986,2,54,2,2,198,68,0.29,2,0,1,0
1987,1,19,2,0,125,42,0.5,1,0,1,0
1988,0,40,0,0,62,48,0.02,1,0,1,0
1989,0,41,5,0,284,52,0.1,2,0,1,0
1990,2,22,7,0,72,7,0.5,1,0,1,0
1991,0,19,0,3,163,36,0.1,2,0,1,1
1992,1,20,1,1,107,12,0.44,2,30,0,0
1993,2,50,0,0,90,50,0.15,1,0,1,1
1994,2,36,3,3,160,67,0.46,0,0,1,0
1995,2,34,2,0,112,34,0.25,0,0,1,0
1996,1,56,2,0,123,96,0.42,2,0,1,1
1997,1,51,7,3,42,21,0.03,1,0,1,0
1998,1,36,2,3,30,18,0.05,0,0,1,0
1999,1,50,6,2,151,8,0.27,1,0,1,0
2000,0,28,1,1,133,23,0.42,0,21,0,0
2001,2,34,3,0,297,36,0.39,1,0,1,0
2002,2,17,3,2,229,59,0.52,1,0,1,0
2003,0,49,5,0,123,99,0.03,0,0,1,0
2004,1,44,2,3,85,25,0.38,2,0,1,0
2005,2,34,3,3,258,18,0.04,0,0,1,0
2006,2,40,5,3,92,24,0.04,1,0,1,0
2007,2,51,7,3,236,49,0.6,1,0,1,1
2008,1,47,5,2,289,56,0.34,0,0,1,0
2009,1,38,2,3,203,32,0.08,0,0,1,0
2010,0,20,4,1,171,1,0.6,1,20,0,1
2011,0,58,5,1,146,92,0.2,1,16,0,0
2012,1,30,0,0,131,42,0.19,2,0,1,0
2013,2,36,1,0,223,81,0.02,1,0,1,0
2014,1,58,4,3,173,26,0.06,0,0,1,1
2015,0,26,3,1,183,98,0.49,2,30,0,0
2016,1,29,5,3,96,93,0.11,0,0,1,0
2017,0,30,7,0,44,38,0.22,2,0,1,0
2018,0,21,3,0,194,46,0.15,0,0,1,0
2019,2,29,7,0,116,45,0.07,0,0,1,1
2020,2,34,5,3,42,89,0.6,2,0,1,0
2021,0,27,2,0,52,50,0.36,2,0,1,0
2022,0,20,2,3,37,93,0.08,2,0,1,0
2023,2,29,6,0,118,25,0.12,0,0,1,0
2024,2,23,2,1,223,18,0.48,0,9,0,0
2025,1,28,5,2,79,2,0.27,1,0,1,0
2026,1,59,2,2,155,41,0.16,2,0,1,0
2027,1,25,5,3,99,51,0.14,1,0,1,1
2028,0,45,4,1,43,97,0.53,0,28,0,0
2029,1,35,4,3,65,67,0.27,1,0,1,0
2030,2,37,4,2,89,82,0.35,2,0,1,0
2031,1,41,5,3,283,6,0.31,2,0,1,0
2032,2,56,1,2,33,85,0.38,0,0,1,0
2033,2,41,5,3,117,86,0.06,2,0,1,1
2034,2,18,2,0,96,21,0.24,0,0,1,1
2035,1,39,1,0,20,43,0.56,1,0,1,0
2036,0,28,3,0,203,95,0.09,1,0,1,0
2037,0,47,6,3,244,14,0.42,0,0,1,1
2038,2,58,5,0,97,85,0.45,2,0,1,0
2039,0,45,7,0,169,74,0.54,2,0,1,0
2040,2,40,6,3,147,22,0.43,0,0,1,1
2041,2,24,4,3,247,38,0.17,1,0,1,0
2042,0,44,7,2,25,80,0.49,0,0,1,0
2043,2,57,5,3,145,18,0.53,0,0,1,0
2044,1,49,5,2,30,3,0.24,1,0,1,0
2045,0,29,2,0,22,71,0.1,1,0,1,1
2046,2,37,6,3,100,46,0.02,0,0,1,1
2047,0,25,5,1,49,9,0.45,1,6,0,0
2048,1,53,7,2,75,63,0.03,0,0,1,0
2049,2,20,4,3,272,46,0.1,1,0,1,0
2050,2,17,0,1,99,19,0.28,0,6,0,0
2051,2,33,5,0,92,8,0.53,2,0,1,1
2052,0,55,1,1,65,13,0.54,2,44,0,0
2053,2,26,0,2,61,94,0.27,2,0,1,0
2054,2,49,2,1,199,10,0.11,0,22,0,1
2055,2,28,5,1,125,56,0.5,0,23,0,1
2056,2,32,5,3,244,59,0.47,1,0,1,1
2057,1,54,1,0,127,87,0.47,1,0,1,0
2058,2,57,1,1,187,90,0.18,1,16,0,0
2059,0,43,1,1,290,70,0.33,0,48,0,0
2060,2,39,3,2,199,34,0.12,0,0,1,0
2061,0,18,2,3,185,32,0.01,1,0,1,0
2062,0,35,4,1,234,29,0.15,1,25,0,0
2063,2,53,0,1,144,76,0.02,0,38,0,0
2064,0,58,7,2,159,6,0.05,2,0,1,0
2065,0,56,1,0,144,64,0.1,2,0,1,0
2066,2,59,1,0,84,39,0.28,1,0,1,0
2067,0,59,4,0,260,52,0.2,2,0,1,0
2068,0,42,1,3,170,87,0.53,2,0,1,0
2069,1,29,5,1,79,40,0.12,0,8,0,1
2070,0,36,3,1,231,63,0.28,1,14,0,1
2071,0,42,2,2,165,63,0.47,1,0,1,1
2072,2,53,2,1,232,10,0.15,0,38,0,0
2073,0,26,3,3,296,6,0.35,0,0,1,0
2074,2,50,7,0,284,27,0.54,2,0,1,1
2075,0,57,7,2,234,34,0.59,0,0,1,0
2076,2,54,7,1,73,86,0.07,1,41,0,0
2077,1,16,5,0,159,66,0.07,0,0,1,1
2078,0,16,2,2,25,28,0.57,2,0,1,0
2079,0,44,1,0,116,19,0.43,0,0,1,1
2080,1,36,1,3,77,34,0.44,2,0,1,0
2081,0,20,5,2,272,56,0.27,0,0,1,0
2082,1,45,3,3,150,98,0.48,1,0,1,1
2083,0,53,1,1,52,20,0.37,1,42,0,0
2084,0,17,5,3,256,75,0.54,1,0,1,0
2085,2,53,4,3,67,35,0.53,2,0,1,0
2086,0,20,6,3,48,47,0.27,1,0,1,0
2087,0,31,7,1,89,43,0.11,2,40,0,0
2088,1,56,7,0,239,12,0.48,2,0,1,0
2089,2,48,7,1,179,57,0.19,2,17,0,0
2090,2,20,2,0,208,44,0.36,2,0,1,0
2091,2,43,1,0,118,80,0.03,0,0,1,0
2092,1,42,6,2,49,1,0.56,0,0,1,0
2093,2,23,2,2,293,70,0.08,2,0,1,0
2094,0,55,3,3,195,13,0.49,1,0,1,1
2095,0,33,2,1,267,91,0.3,2,43,0,1
2096,0,27,0,1,219,50,0.42,1,16,0,0
2097,0,22,6,1,67,43,0.57,1,13,0,0
2098,0,19,4,3,87,19,0.03,1,0,1,0
2099,0,50,5,1,68,70,0.01,2,44,0,0
2100,2,22,0,2,123,41,0.49,0,0,1,0
2101,2,34,3,0,152,23,0.38,2,0,1,1
2102,1,44,4,2,255,97,0.09,1,0,1,1
2103,0,38,6,0,181,35,0.57,1,0,1,0
2104,1,18,4,3,141,42,0.57,1,0,1,0
2105,1,23,4,1,137,24,0.21,1,26,0,0
2106,1,18,4,3,119,50,0.5,0,0,1,0
2107,2,56,5,3,55,1,0.19,1,0,1,1
2108,0,57,5,2,216,25,0.53,2,0,1,0
2109,2,23,5,3,37,18,0.36,1,0,1,0
2110,1,33,0,1,197,43,0.26,2,47,0,0
2111,2,24,3,1,86,13,0.33,2,28,0,0
2112,0,56,0,0,283,48,0.41,1,0,1,0
2113,1,18,6,2,240,16,0.35,0,0,1,0
2114,2,31,2,3,199,58,0.08,0,0,1,1
2115,0,47,4,0,191,75,0.04,1,0,1,0
2116,2,47,0,2,74,62,0.47,0,0,1,0
2117,2,25,6,0,194,91,0.17,1,0,1,1
2118,0,37,0,0,298,78,0.6,0,0,1,0
2119,2,37,6,2,113,30,0.17,0,0,1,0
2120,1,38,7,1,157,57,0.4,0,40,0,1
2121,0,29,3,2,141,42,0.01,0,0,1,0
2122,1,16,5,1,52,33,0.5,2,25,0,0
2123,1,19,6,1,215,33,0.0,2,20,0,0
2124,1,21,6,2,118,87,0.27,2,0,1,0
2125,2,41,6,3,110,47,0.05,1,0,1,0
2126,1,16,3,0,91,78,0.37,1,0,1,1
2127,0,46,6,0,82,65,0.26,0,0,1,0
2128,1,48,4,3,108,49,0.25,0,0,1,0
2129,1,39,3,2,57,92,0.52,0,0,1,0
2130,0,30,3,2,267,80,0.21,1,0,1,0
2131,2,58,6,2,227,7,0.34,0,0,1,0
2132,0,45,5,2,172,60,0.06,0,0,1,1
2133,0,18,7,2,21,49,0.01,0,0,1,0
2134,0,25,1,3,41,62,0.34,0,0,1,0
2135,1,22,1,1,30,31,0.4,0,12,0,1
2136,1,29,6,2,257,43,0.53,1,0,1,0
2137,1,19,7,1,292,75,0.23,2,11,0,0
2138,2,33,3,0,138,39,0.29,1,0,1,1
2139,0,35,3,3,236,51,0.55,2,0,1,0
2140,1,43,3,2,79,64,0.38,2,0,1,1
2141,0,19,3,1,157,25,0.49,1,25,0,1
2142,0,19,5,2,279,13,0.35,2,0,1,0
2143,1,47,3,1,189,77,0.3,0,39,0,0
2144,0,57,0,3,223,18,0.35,0,0,1,0
2145,1,39,2,3,114,71,0.4,1,0,1,0
2146,0,54,7,1,99,95,0.22,0,27,0,0
2147,1,42,2,0,298,60,0.34,1,0,1,0
2148,0,49,2,1,256,7,0.11,2,5,0,0
2149,1,48,3,1,30,82,0.11,0,16,0,1
2150,1,28,5,1,125,82,0.37,1,39,0,1
2151,1,22,2,2,261,68,0.56,2,0,1,0
2152,0,41,4,3,17,47,0.14,2,0,1,0
2153,1,49,2,2,131,55,0.5,0,0,1,1
2154,1,45,2,2,83,25,0.14,2,0,1,0
2155,0,47,4,3,177,52,0.44,2,0,1,0
2156,1,59,4,3,165,76,0.1,2,0,1,1
2157,0,28,0,2,210,34,0.27,2,0,1,0
2158,1,44,1,3,261,77,0.28,2,0,1,0
2159,1,26,1,0,291,43,0.06,2,0,1,1
2160,1,50,1,0,176,78,0.11,2,0,1,1
2161,1,50,6,3,102,20,0.41,1,0,1,0
2162,0,41,5,1,107,57,0.27,2,41,0,1
2163,2,58,7,2,182,45,0.14,2,0,1,0
2164,2,48,7,1,167,54,0.48,0,7,0,1
2165,2,39,0,3,246,57,0.08,0,0,1,1
2166,0,44,7,1,185,64,0.45,1,15,0,0
2167,0,21,3,2,86,42,0.56,2,0,1,0
2168,0,59,0,2,265,61,0.3,2,0,1,0
2169,0,51,6,3,114,56,0.36,0,0,1,0
2170,2,17,2,1,240,65,0.54,2,7,0,0
2171,0,20,6,1,181,33,0.07,2,38,0,0
2172,0,23,3,2,226,19,0.57,2,0,1,0
2173,1,36,5,1,145,73,0.38,2,47,0,1
2174,1,58,3,1,133,77,0.03,0,8,0,1
2175,0,45,4,3,115,3,0.18,2,0,1,0
2176,0,17,0,0,184,93,0.15,1,0,1,0
2177,2,24,1,1,41,48,0.18,0,33,0,0
2178,2,17,1,2,288,93,0.17,0,0,1,0
2179,0,49,3,0,162,37,0.1,0,0,1,1
2180,2,53,6,1,240,47,0.56,2,8,0,1
2181,0,41,7,0,192,54,0.31,0,0,1,1
2182,1,59,5,1,106,8,0.21,0,9,0,0
2183,2,27,3,1,88,7,0.2,2,45,0,0
2184,0,22,6,3,19,13,0.53,2,0,1,0
2185,0,39,1,0,269,18,0.23,0,0,1,1
2186,1,53,2,1,174,78,0.56,2,44,0,0
2187,1,29,4,3,153,51,0.3,1,0,1,1
2188,1,21,0,1,113,78,0.25,0,19,0,1
2189,0,31,4,3,211,48,0.24,1,0,1,0
2190,2,16,6,3,14,75,0.36,2,0,1,0
2191,0,57,1,3,201,36,0.09,0,0,1,0
2192,1,49,1,1,162,34,0.35,1,42,0,0
2193,1,17,0,0,298,44,0.33,1,0,1,0
2194,2,54,3,0,167,73,0.31,0,0,1,0
2195,0,25,2,0,80,22,0.18,1,0,1,0
2196,0,57,4,2,194,55,0.01,1,0,1,0
2197,2,32,2,3,141,82,0.2,0,0,1,0
2198,2,45,1,1,91,28,0.43,2,26,0,0
2199,1,34,5,3,20,91,0.11,2,0,1,0
2200,0,58,0,2,250,78,0.19,0,0,1,0
2201,0,56,3,3,166,40,0.03,0,0,1,0
2202,2,38,6,2,149,98,0.46,2,0,1,0
2203,0,49,0,0,17,85,0.46,1,0,1,1
2204,0,24,6,2,128,59,0.15,2,0,1,0
2205,2,59,7,2,129,48,0.21,0,0,1,0
2206,1,45,3,1,136,37,0.4,0,5,0,0
2207,1,41,5,0,130,88,0.51,1,0,1,1
2208,0,34,2,3,179,96,0.54,1,0,1,0
2209,0,27,6,0,43,61,0.07,2,0,1,0
2210,0,58,5,1,260,49,0.11,1,34,0,0
2211,2,47,4,3,64,52,0.55,2,0,1,0
2212,2,47,0,1,58,17,0.42,0,46,0,0
2213,2,55,3,3,276,78,0.1,0,0,1,1
2214,2,16,6,2,130,80,0.51,0,0,1,0
2215,1,42,3,3,53,72,0.5,2,0,1,1
2216,0,21,1,2,184,22,0.4,1,0,1,0
2217,2,22,6,0,209,21,0.56,2,0,1,0
2218,0,23,2,1,168,18,0.46,2,6,0,0
2219,0,55,0,3,27,20,0.44,2,0,1,1
2220,2,33,5,3,54,63,0.02,2,0,1,1
2221,2,57,4,1,22,80,0.6,1,22,0,0
2222,1,33,3,2,87,83,0.46,0,0,1,0
2223,2,42,5,0,198,71,0.44,1,0,1,0
2224,0,48,3,0,252,34,0.48,0,0,1,0
2225,1,43,7,0,50,19,0.38,0,0,1,0
2226,0,39,3,3,171,18,0.04,2,0,1,1
2227,0,22,6,1,175,78,0.38,1,31,0,0
2228,2,34,5,0,213,79,0.51,1,0,1,1
2229,1,28,4,0,83,38,0.27,0,0,1,0
2230,0,17,1,3,235,73,0.03,1,0,1,0
2231,1,30,3,2,276,30,0.17,2,0,1,1
2232,1,16,1,3,229,13,0.59,0,0,1,1
2233,2,16,3,1,94,39,0.08,0,35,0,0
2234,1,34,6,2,201,41,0.44,0,0,1,1
2235,1,57,5,2,90,86,0.56,2,0,1,0
2236,1,42,0,3,77,13,0.0,2,0,1,0
2237,2,37,1,1,94,91,0.02,0,10,0,0
2238,2,31,1,3,166,84,0.49,1,0,1,0
2239,0,40,2,2,235,43,0.57,2,0,1,0
2240,2,37,6,3,105,70,0.15,1,0,1,0
2241,0,56,4,2,97,56,0.42,0,0,1,0
2242,0,46,2,3,168,81,0.09,1,0,1,0
2243,0,25,4,1,19,52,0.35,0,17,0,0
2244,0,28,5,1,294,60,0.39,2,18,0,0
2245,2,23,7,1,137,5,0.38,0,16,0,0
2246,2,54,2,1,161,31,0.39,0,46,0,0
2247,0,35,2,2,253,62,0.21,1,0,1,0
2248,0,44,6,2,221,99,0.29,2,0,1,1
2249,2,50,5,3,31,83,0.1,2,0,1,0
2250,1,32,3,3,170,40,0.21,0,0,1,0
2251,0,51,3,3,213,72,0.11,0,0,1,0
2252,1,58,4,1,163,86,0.05,1,45,0,1
2253,1,28,4,2,175,29,0.58,2,0,1,1
2254,1,27,4,1,155,25,0.38,2,16,0,0
2255,0,54,3,0,136,86,0.55,2,0,1,1
2256,1,42,6,2,48,79,0.22,0,0,1,0
2257,2,48,5,1,141,34,0.1,2,45,0,0
2258,0,28,7,0,33,10,0.2,1,0,1,0
2259,1,39,3,3,290,89,0.4,0,0,1,0
2260,2,49,2,3,50,49,0.21,2,0,1,0
2261,0,36,7,0,266,97,0.4,2,0,1,0
2262,1,20,3,3,294,20,0.14,2,0,1,0
2263,0,39,1,2,194,7,0.22,2,0,1,1
2264,1,20,6,2,260,99,0.34,0,0,1,0
2265,1,59,3,3,283,28,0.18,0,0,1,0
2266,1,59,1,3,135,91,0.43,1,0,1,0
2267,1,38,0,3,28,70,0.2,2,0,1,0
2268,0,47,7,2,45,60,0.36,0,0,1,0
2269,1,21,0,0,234,61,0.46,1,0,1,0
2270,0,24,2,0,270,49,0.23,2,0,1,0
2271,1,41,5,2,120,97,0.16,1,0,1,0
2272,0,59,2,3,229,96,0.09,0,0,1,1
2273,0,42,4,0,126,3,0.55,2,0,1,0
2274,0,31,4,2,172,41,0.08,2,0,1,0
2275,2,20,4,2,166,75,0.22,0,0,1,0
2276,1,53,3,0,49,83,0.55,2,0,1,0
2277,0,46,3,1,279,7,0.05,0,30,0,0
2278,1,59,1,1,235,71,0.45,0,42,0,0
2279,0,46,3,1,91,1,0.49,2,42,0,0
2280,0,38,3,2,215,4,0.37,1,0,1,1
2281,0,24,6,0,175,54,0.51,1,0,1,1
2282,1,32,1,2,182,77,0.34,2,0,1,0
2283,2,30,5,1,86,50,0.16,2,42,0,1
2284,1,25,3,0,189,93,0.58,0,0,1,0
2285,2,32,2,1,77,43,0.1,2,37,0,1
2286,0,36,7,1,71,8,0.18,0,7,0,1
2287,1,51,0,0,235,30,0.44,1,0,1,1
2288,0,32,2,3,295,24,0.24,2,0,1,0
2289,0,24,7,0,105,52,0.34,0,0,1,0
2290,0,24,4,3,32,95,0.49,0,0,1,0
2291,0,48,1,0,183,15,0.38,0,0,1,0
2292,2,27,2,2,86,9,0.4,1,0,1,1
2293,2,35,6,2,163,85,0.19,2,0,1,0
2294,2,51,3,1,46,70,0.3,0,46,0,0
2295,0,40,3,2,146,91,0.5,2,0,1,1
2296,0,21,0,1,121,92,0.31,1,18,0,0
2297,0,46,2,1,119,87,0.55,2,26,0,1
2298,0,40,1,1,45,36,0.21,1,33,0,0
2299,2,42,0,1,47,35,0.25,0,14,0,0
2300,1,58,7,0,50,79,0.23,0,0,1,0
2301,0,51,4,2,273,88,0.54,2,0,1,0
2302,2,53,4,2,147,19,0.49,1,0,1,0
2303,2,22,0,3,51,39,0.28,2,0,1,1
2304,2,45,2,2,13,34,0.05,0,0,1,0
2305,2,22,7,1,158,50,0.08,1,14,0,1
2306,0,44,5,2,46,26,0.23,1,0,1,0
2307,1,31,2,0,37,72,0.09,2,0,1,0
2308,1,44,2,0,246,21,0.05,2,0,1,0
2309,0,52,5,3,238,98,0.32,1,0,1,0
2310,0,24,0,3,198,18,0.29,0,0,1,1
2311,2,30,7,2,129,12,0.01,0,0,1,0
2312,0,34,1,0,297,62,0.45,2,0,1,0
2313,1,32,1,3,281,33,0.49,1,0,1,0
2314,0,58,7,2,120,74,0.27,2,0,1,0
2315,0,39,2,0,113,51,0.53,2,0,1,0
2316,0,43,6,1,288,22,0.53,2,49,0,1
2317,2,27,0,2,198,42,0.06,0,0,1,0
2318,2,23,7,2,228,88,0.07,0,0,1,0
2319,0,36,7,0,44,61,0.31,1,0,1,1
2320,1,47,3,3,203,3,0.4,2,0,1,0
2321,1,49,2,2,272,39,0.01,1,0,1,0
2322,2,30,0,1,273,28,0.29,2,35,0,0
2323,0,49,4,0,137,23,0.19,0,0,1,0
2324,2,53,7,2,127,75,0.39,0,0,1,1
2325,1,40,4,3,13,71,0.32,1,0,1,0
2326,1,57,2,0,18,33,0.17,0,0,1,0
2327,1,50,6,0,150,71,0.02,0,0,1,0
2328,0,57,5,3,140,3,0.02,0,0,1,0
2329,2,33,7,1,28,3,0.37,2,46,0,0
2330,1,39,5,1,53,1,0.34,2,5,0,0
2331,1,51,6,2,290,95,0.09,1,0,1,0
2332,2,44,1,0,214,92,0.18,0,0,1,0
2333,1,47,4,3,170,35,0.47,2,0,1,0
2334,2,53,6,3,202,65,0.18,0,0,1,1
2335,1,55,2,3,250,93,0.45,0,0,1,0
2336,2,47,0,0,159,81,0.06,0,0,1,1
2337,1,49,3,2,165,62,0.27,2,0,1,0
2338,2,22,3,2,118,95,0.48,0,0,1,1
2339,2,31,7,2,91,8,0.56,0,0,1,0
2340,2,32,3,1,72,70,0.47,2,46,0,0
2341,0,48,6,2,188,32,0.03,0,0,1,1
2342,0,17,3,3,172,52,0.32,1,0,1,0
2343,0,42,1,3,30,90,0.27,1,0,1,0
2344,1,22,6,2,49,38,0.11,0,0,1,0
2345,1,32,3,1,128,14,0.35,2,7,0,0
2346,1,26,7,2,119,11,0.27,1,0,1,0
2347,0,45,5,2,80,28,0.37,2,0,1,0
2348,0,38,1,3,84,86,0.38,1,0,1,0
2349,0,38,0,3,87,88,0.4,2,0,1,0
2350,2,41,0,0,22,72,0.11,1,0,1,0
2351,1,24,5,3,199,90,0.55,2,0,1,0
2352,1,35,0,3,163,97,0.53,2,0,1,0
2353,2,23,4,0,92,40,0.42,1,0,1,0
2354,0,27,2,1,252,11,0.35,2,28,0,0
2355,1,18,7,1,124,35,0.45,2,28,0,1
2356,0,55,3,3,271,29,0.07,0,0,1,1
2357,1,21,7,2,26,96,0.24,2,0,1,0
2358,1,48,1,3,50,33,0.1,1,0,1,0
2359,0,20,4,1,275,40,0.15,0,47,0,0
2360,0,32,0,0,175,75,0.5,0,0,1,0
2361,0,42,0,1,109,70,0.22,2,37,0,0
2362,2,19,0,2,187,54,0.52,1,0,1,0
2363,0,22,2,3,244,22,0.37,0,0,1,0
2364,0,50,2,3,123,8,0.48,0,0,1,0
2365,1,52,1,2,15,67,0.41,0,0,1,1
2366,1,31,1,1,88,11,0.54,1,47,0,1
2367,2,23,4,2,122,28,0.56,1,0,1,0
2368,0,31,6,0,169,33,0.51,2,0,1,0
2369,2,16,1,2,68,57,0.4,2,0,1,0
2370,0,39,3,0,62,57,0.34,1,0,1,0
2371,0,26,4,3,67,60,0.31,0,0,1,0
2372,2,45,7,0,254,57,0.43,2,0,1,0
2373,2,50,4,2,128,64,0.45,2,0,1,0
2374,0,57,5,3,126,57,0.3,1,0,1,0
2375,1,47,4,1,156,18,0.18,0,17,0,0
2376,2,57,3,3,22,4,0.33,1,0,1,0
2377,0,32,5,1,32,98,0.25,1,18,0,0
2378,1,33,5,3,52,50,0.18,1,0,1,1
2379,1,35,4,1,162,96,0.57,1,24,0,0
2380,2,37,0,3,85,7,0.39,2,0,1,0
2381,1,35,1,1,204,22,0.5,0,31,0,0
2382,1,34,6,0,193,78,0.13,2,0,1,0
2383,1,37,7,0,298,33,0.42,0,0,1,1
2384,0,47,3,1,219,8,0.45,2,39,0,0
2385,0,28,2,2,282,8,0.45,1,0,1,1
2386,2,43,0,1,135,13,0.47,2,10,0,0
2387,1,58,1,2,100,48,0.53,1,0,1,0
2388,1,53,4,3,44,64,0.35,0,0,1,0
2389,1,47,2,2,153,26,0.15,0,0,1,1
2390,2,53,0,3,283,85,0.3,2,0,1,0
2391,1,34,5,1,296,67,0.17,1,31,0,0
2392,1,37,6,1,284,92,0.03,2,35,0,0
2393,1,37,7,0,51,67,0.08,1,0,1,0
2394,2,58,5,3,67,50,0.5,0,0,1,0
2395,0,23,4,3,131,66,0.33,0,0,1,0
2396,1,21,4,3,108,97,0.48,2,0,1,0
2397,0,22,5,2,193,71,0.08,0,0,1,0
2398,1,59,4,1,185,18,0.48,0,49,0,1
2399,2,48,2,0,207,2,0.05,1,0,1,0
2400,2,30,1,3,168,52,0.29,2,0,1,0
2401,1,55,4,1,266,8,0.08,2,23,0,0
2402,1,52,0,2,72,52,0.5,0,0,1,0
2403,1,44,4,0,25,87,0.58,1,0,1,0
2404,0,26,0,1,166,22,0.44,2,5,0,0
2405,1,32,1,3,126,28,0.46,2,0,1,0
2406,1,55,5,0,160,29,0.4,2,0,1,1
2407,2,57,5,1,31,86,0.39,1,43,0,1
2408,2,50,7,1,281,42,0.36,2,40,0,0
2409,1,21,3,1,231,86,0.14,2,11,0,1
2410,2,25,3,1,95,87,0.2,0,42,0,1
2411,0,28,2,2,182,47,0.51,2,0,1,0
2412,2,45,4,2,76,41,0.05,1,0,1,1
2413,0,52,7,1,151,77,0.03,0,46,0,0
2414,0,44,7,3,105,92,0.28,1,0,1,0
2415,2,16,4,0,23,43,0.42,2,0,1,0
2416,2,35,1,3,60,19,0.44,0,0,1,1
2417,1,19,3,0,237,66,0.41,1,0,1,0
2418,2,41,2,2,15,1,0.06,0,0,1,0
2419,1,16,7,2,129,55,0.14,1,0,1,0
2420,0,39,1,1,158,69,0.27,2,5,0,0
2421,1,24,4,1,95,63,0.16,0,43,0,0
2422,1,53,4,3,157,47,0.58,1,0,1,0
2423,0,58,6,2,284,71,0.45,2,0,1,0
2424,1,48,6,1,224,41,0.45,1,11,0,0
2425,1,39,7,3,176,15,0.47,2,0,1,0
2426,1,37,2,2,199,45,0.11,1,0,1,0
2427,0,32,5,3,87,79,0.07,0,0,1,0
2428,2,57,7,3,35,39,0.41,2,0,1,0
2429,0,52,3,0,126,53,0.05,0,0,1,1
2430,1,37,0,3,186,8,0.14,2,0,1,0
2431,1,34,6,0,14,84,0.56,1,0,1,1
2432,1,44,1,1,42,38,0.55,0,36,0,1
2433,0,32,5,1,264,56,0.23,1,47,0,0
2434,0,17,6,2,80,11,0.15,0,0,1,1
2435,0,49,0,0,279,85,0.34,2,0,1,1
2436,1,31,2,1,226,2,0.47,0,13,0,0
2437,1,26,4,2,79,20,0.48,1,0,1,0
2438,2,37,4,2,179,56,0.34,1,0,1,0
2439,0,30,4,3,240,13,0.28,1,0,1,0
2440,1,22,0,1,257,11,0.47,1,41,0,0
2441,1,52,2,3,293,69,0.23,1,0,1,0
2442,0,45,6,0,267,40,0.43,0,0,1,0
2443,0,54,3,1,283,27,0.54,1,11,0,1
2444,1,35,2,2,69,83,0.37,1,0,1,0
2445,2,30,4,3,21,35,0.44,2,0,1,0
2446,0,20,3,1,218,33,0.26,1,30,0,0
2447,2,33,0,3,149,25,0.58,2,0,1,0
2448,1,50,4,0,84,86,0.26,1,0,1,1
2449,2,41,1,1,69,51,0.06,1,16,0,0
2450,2,37,2,1,252,68,0.42,0,24,0,0
2451,1,42,5,2,13,75,0.14,2,0,1,1
2452,2,53,6,1,290,74,0.53,1,36,0,0
2453,1,22,3,2,13,7,0.41,2,0,1,1
2454,0,19,7,2,165,19,0.51,2,0,1,0
2455,1,22,0,2,131,82,0.25,2,0,1,1
2456,2,30,5,1,50,71,0.03,2,21,0,0
2457,1,51,2,0,116,75,0.51,2,0,1,0
2458,0,16,6,0,27,48,0.43,0,0,1,1
2459,1,29,6,1,77,89,0.12,2,12,0,0
2460,0,51,7,1,28,4,0.36,0,34,0,0
2461,0,53,6,0,249,25,0.15,1,0,1,0
2462,0,30,2,1,146,77,0.33,1,42,0,0
2463,1,35,2,2,216,20,0.41,2,0,1,0
2464,0,46,7,2,56,8,0.17,0,0,1,0
2465,2,47,3,1,48,86,0.55,1,28,0,0
2466,2,17,3,1,285,59,0.22,1,31,0,0
2467,2,47,7,3,214,79,0.52,2,0,1,0
2468,0,28,3,2,27,40,0.2,2,0,1,0
2469,2,41,1,1,87,65,0.57,2,36,0,0
2470,1,43,1,0,205,83,0.07,2,0,1,0
2471,2,56,7,1,289,3,0.05,2,37,0,1
2472,1,59,6,3,11,92,0.32,1,0,1,1
2473,2,47,7,3,87,10,0.07,1,0,1,0
2474,2,28,5,0,19,5,0.22,1,0,1,0
2475,2,31,2,1,262,59,0.28,1,38,0,0
2476,0,40,5,0,295,32,0.35,1,0,1,0
2477,2,19,1,2,148,13,0.34,1,0,1,0
2478,1,53,3,0,126,91,0.4,0,0,1,0
2479,2,59,0,1,188,86,0.11,1,46,0,0
2480,2,17,5,2,296,78,0.08,2,0,1,0
2481,0,46,0,1,11,86,0.3,2,41,0,0
2482,2,38,2,2,23,89,0.16,1,0,1,0
2483,2,44,4,3,82,83,0.34,0,0,1,0
